'+++++++++++++++++++++
Practice
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Practice"
Track:, "baku_2019, formula_e"
"
Best lap, "bright (02:00.7710)"
Lasted laps, "9"
Host, "Unknown"



Practice result
'======================
Pos,   Class, Team, Vehicle, Driver, Laps, Best lap, Gap
"1",   "", "ASML McLaren Racing", "vrc_formula_lithium_2023_csp", "bright", "3", "02:00.7710", "-",
"2",   "", "Penaldo Penalty Motorsports", "vrc_formula_lithium_2023_csp", "Shane Ross", "9", "02:02.1000", "00:01.3290",
"3",   "", "River Racing", "vrc_formula_lithium_2023_csp", "Mateusz Wasik", "8", "02:02.2050", "00:01.4340",
"4",   "", "Bugatti Rimac", "vrc_formula_lithium_2023_csp", "novic", "4", "02:02.3590", "00:01.5880",
"5",   "", "Silver Racing Club", "vrc_formula_lithium_2023_csp", "Diego Domingo", "9", "02:03.1020", "00:02.3310",
"6",   "", "Holden Racing Team", "vrc_formula_lithium_2023_csp", "Nahteyue", "7", "02:03.5490", "00:02.7780",
"7",   "", "River Racing", "vrc_formula_lithium_2023_csp", "Josh Brookes", "6", "02:04.2940", "00:03.5230",
"8",   "", "", "vrc_formula_lithium_2023_csp", "_38_ Neeun_JTS3", "3", "02:16.1690", "00:15.3980",
"9",   "", "ASML McLaren Racing", "vrc_formula_lithium_2023_csp", "Darkzi", "1", "02:26.0890", "00:25.3180",
"10",   "", "Delta Airlines Korean Air Racing", "vrc_formula_lithium_2023_csp", "Colin Kinzer", "5", "05:41.7420", "03:40.9710",
"11",   "", "Celestia Motorsport", "vrc_formula_lithium_2023_csp", "Law Loki", "0", "-", "-",
"12",   "", "Holden Racing Team", "vrc_formula_lithium_2023_csp", "Cameron McIntyre", "0", "-", "-",
"13",   "", "Le Samurai Motorsport", "vrc_formula_lithium_2023_csp", "Viktor Nightingale", "0", "-", "-",
"14",   "", "Polaris Motorsport", "vrc_formula_lithium_2023_csp", "Ali YARDIMCI", "0", "-", "-",
"15",   "", "Bugatti Rimac", "vrc_formula_lithium_2023_csp", "Tareek", "0", "-", "-",
"16",   "", "Gabagool Racing", "vrc_formula_lithium_2023_csp", "Genius", "0", "-", "-",
"17",   "", "Silver Racing Club", "vrc_formula_lithium_2023_csp", "Miguel Soto", "0", "-", "-",
"18",   "", "Polaris Motorsport", "vrc_formula_lithium_2023_csp", "toguapotobo", "0", "-", "-",
"19",   "", "Leftest Turn Right", "vrc_formula_lithium_2023_csp", "Alfie Bevan", "0", "-", "-",
"20",   "", "Penaldo Penalty Motorsports", "vrc_formula_lithium_2023_csp", "Nick Chin", "0", "-", "-",
"21",   "", "ASDA United", "vrc_formula_lithium_2023_csp", "cndelta", "0", "-", "-",
"22",   "", "Leftest Turn Right", "vrc_formula_lithium_2023_csp", "potatolad165", "0", "-", "-",
"23",   "", "Celestia Motorsport", "vrc_formula_lithium_2023_csp", "Skyp Cooper", "0", "-", "-",
"24",   "", "Gabagool Racing", "vrc_formula_lithium_2023_csp", "Ks", "0", "-", "-",
"25",   "", "Delta Airline Korean Air Racing", "vrc_formula_lithium_2023_csp", "Alexander Sze", "0", "-", "-",
"26",   "", "STREAMER", "vrc_formula_lithium_2023_csp", "Moskito1116", "0", "-", "-",

Practice laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
Average,,,"03:09.1107", "101.2244", "38.0573", "49.8290"
Best possible,,, "02:02.9950", "54.9260", "37.5490", "30.5200"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Josh Brookes"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "06:54.0240", "346.0280", "37.5480", "30.4480",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "02:04.2940", "55.8540", "37.7900", "30.6500",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "02:03.6210", "55.4910", "37.5700", "30.5600",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "02:11.8220", "62.5500", "39.7480", "29.5240",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "03:14.3260", "125.9030", "37.8680", "30.5550",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "02:04.6100", "56.2650", "37.7010", "30.6440",  "F:ST - R:ST",     "0 ",  
Average,,,"03:05.4495", "117.0152", "38.0375", "30.3968"
Best possible,,, "02:02.5630", "55.4910", "37.5480", "29.5240"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"_38_ Neeun_JTS3"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "16:44.0990", "931.5410", "41.7700", "30.7880",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "05:33.9390", "195.2390", "40.5460", "98.1540",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "02:16.1690", "58.2920", "45.8100", "32.0670",  "F:ST - R:ST",     "0 ",  
Average,,,"08:11.4024", "395.0240", "42.7087", "53.6697"
Best possible,,, "02:09.6260", "58.2920", "40.5460", "30.7880"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Darkzi"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "02:26.0890", "74.6600", "40.8020", "30.6270",  "F:ST - R:ST",     "0 ",  
Average,,,"02:26.0890", "74.6600", "40.8020", "30.6270"
Best possible,,, "02:26.0890", "74.6600", "40.8020", "30.6270"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Colin Kinzer"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "02:42.8340", "93.3170", "38.6280", "30.8890",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "02:11.7770", "63.2290", "37.8320", "30.7160",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "03:04.7270", "115.7060", "38.4710", "30.5500",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "02:04.5980", "55.8250", "38.2770", "30.4960",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "05:41.7420", "238.9890", "37.7180", "65.0350",  "F:ST - R:ST",     "0 ",  
Average,,,"03:09.1356", "113.4132", "38.1852", "37.5372"
Best possible,,, "02:04.0390", "55.8250", "37.7180", "30.4960"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Law Loki"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Cameron McIntyre"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Viktor Nightingale"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Ali YARDIMCI"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Tareek"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Genius"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Miguel Soto"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"toguapotobo"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Alfie Bevan"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Nick Chin"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"cndelta"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"potatolad165"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Skyp Cooper"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Ks"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Alexander Sze"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Moskito1116"
No laps for this driver


Practice best laps
'======================
'------------------------
Overall top (20)
'------------------------
Driver, Vehicle, Time, Gap,
"bright", "vrc_formula_lithium_2023_csp", "02:00.7710", ""
"Shane Ross", "vrc_formula_lithium_2023_csp", "02:02.1000", "1.329"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "02:02.2050", "1.434"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "02:02.2750", "1.504"
"novic", "vrc_formula_lithium_2023_csp", "02:02.2960", "1.525"
"novic", "vrc_formula_lithium_2023_csp", "02:02.3590", "1.588"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "02:02.3960", "1.625"
"Shane Ross", "vrc_formula_lithium_2023_csp", "02:02.4860", "1.715"
"Shane Ross", "vrc_formula_lithium_2023_csp", "02:02.8250", "2.054"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "02:03.0070", "2.236"
"Diego Domingo", "vrc_formula_lithium_2023_csp", "02:03.1020", "2.331"
"Shane Ross", "vrc_formula_lithium_2023_csp", "02:03.4730", "2.702"
"Nahteyue", "vrc_formula_lithium_2023_csp", "02:03.5490", "2.778"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "02:03.6210", "2.85"
"Diego Domingo", "vrc_formula_lithium_2023_csp", "02:03.6290", "2.858"
"Shane Ross", "vrc_formula_lithium_2023_csp", "02:03.6760", "2.905"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "02:03.8060", "3.035"
"Nahteyue", "vrc_formula_lithium_2023_csp", "02:03.9050", "3.134"
"Diego Domingo", "vrc_formula_lithium_2023_csp", "02:03.9990", "3.228"
"Diego Domingo", "vrc_formula_lithium_2023_csp", "02:04.0370", "3.266"


'------------------------
Per driver
'------------------------
Driver, Vehicle, Time, Gap,
"bright", "vrc_formula_lithium_2023_csp", "02:00.7710", ""
"Shane Ross", "vrc_formula_lithium_2023_csp", "02:02.1000", "1.329"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "02:02.2050", "1.434"
"novic", "vrc_formula_lithium_2023_csp", "02:02.3590", "1.588"
"Diego Domingo", "vrc_formula_lithium_2023_csp", "02:03.1020", "2.331"
"Nahteyue", "vrc_formula_lithium_2023_csp", "02:03.5490", "2.778"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "02:04.2940", "3.523"
"_38_ Neeun_JTS3", "vrc_formula_lithium_2023_csp", "02:16.1690", "15.398"
"Darkzi", "vrc_formula_lithium_2023_csp", "02:26.0890", "25.318"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "05:41.7420", "220.971"


Practice consistency
'======================
Driver, Vehicle, Consistency,
"Diego Domingo", "vrc_formula_lithium_2023_csp", "99.41%  0.731",
"Nahteyue", "vrc_formula_lithium_2023_csp", "98.43%  1.9425",
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "97.23%  3.3908",
"Shane Ross", "vrc_formula_lithium_2023_csp", "96.25%  4.5837",
"bright", "vrc_formula_lithium_2023_csp", "-",
"novic", "vrc_formula_lithium_2023_csp", "-",
"Josh Brookes", "vrc_formula_lithium_2023_csp", "-",
"_38_ Neeun_JTS3", "vrc_formula_lithium_2023_csp", "-",
"Darkzi", "vrc_formula_lithium_2023_csp", "-",
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "-",
"Law Loki", "vrc_formula_lithium_2023_csp", "-",
"Cameron McIntyre", "vrc_formula_lithium_2023_csp", "-",
"Viktor Nightingale", "vrc_formula_lithium_2023_csp", "-",
"Ali YARDIMCI", "vrc_formula_lithium_2023_csp", "-",
"Tareek", "vrc_formula_lithium_2023_csp", "-",
"Genius", "vrc_formula_lithium_2023_csp", "-",
"Miguel Soto", "vrc_formula_lithium_2023_csp", "-",
"toguapotobo", "vrc_formula_lithium_2023_csp", "-",
"Alfie Bevan", "vrc_formula_lithium_2023_csp", "-",
"Nick Chin", "vrc_formula_lithium_2023_csp", "-",
"cndelta", "vrc_formula_lithium_2023_csp", "-",
"potatolad165", "vrc_formula_lithium_2023_csp", "-",
"Skyp Cooper", "vrc_formula_lithium_2023_csp", "-",
"Ks", "vrc_formula_lithium_2023_csp", "-",
"Alexander Sze", "vrc_formula_lithium_2023_csp", "-",
"Moskito1116", "vrc_formula_lithium_2023_csp", "-",




Practice sectors
'======================
'------------------------
Sector 1
'------------------------
Driver, Vehicle, Time, Gap,
"Shane Ross", "vrc_formula_lithium_2023_csp", "53.8980", "-"
"bright", "vrc_formula_lithium_2023_csp", "53.9140", "0.0160"
"novic", "vrc_formula_lithium_2023_csp", "54.2130", "0.3150"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "54.7340", "0.8360"
"Diego Domingo", "vrc_formula_lithium_2023_csp", "54.7550", "0.8570"
"Nahteyue", "vrc_formula_lithium_2023_csp", "54.9260", "1.0280"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "55.4910", "1.5930"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "55.8250", "1.9270"
"_38_ Neeun_JTS3", "vrc_formula_lithium_2023_csp", "58.2920", "4.3940"
"Darkzi", "vrc_formula_lithium_2023_csp", "74.6600", "20.7620"
'------------------------
Sector 2
'------------------------
Driver, Vehicle, Time, Gap,
"bright", "vrc_formula_lithium_2023_csp", "36.5710", "-"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "36.8590", "0.2880"
"novic", "vrc_formula_lithium_2023_csp", "37.4090", "0.8380"
"Shane Ross", "vrc_formula_lithium_2023_csp", "37.4300", "0.8590"
"Diego Domingo", "vrc_formula_lithium_2023_csp", "37.4810", "0.9100"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "37.5480", "0.9770"
"Nahteyue", "vrc_formula_lithium_2023_csp", "37.5490", "0.9780"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "37.7180", "1.1470"
"_38_ Neeun_JTS3", "vrc_formula_lithium_2023_csp", "40.5460", "3.9750"
"Darkzi", "vrc_formula_lithium_2023_csp", "40.8020", "4.2310"
'------------------------
Sector 3
'------------------------
Driver, Vehicle, Time, Gap,
"novic", "vrc_formula_lithium_2023_csp", "29.3170", "-"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "29.5240", "0.2070"
"Shane Ross", "vrc_formula_lithium_2023_csp", "29.5870", "0.2700"
"bright", "vrc_formula_lithium_2023_csp", "30.2760", "0.9590"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "30.4380", "1.1210"
"Diego Domingo", "vrc_formula_lithium_2023_csp", "30.4660", "1.1490"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "30.4960", "1.1790"
"Nahteyue", "vrc_formula_lithium_2023_csp", "30.5200", "1.2030"
"Darkzi", "vrc_formula_lithium_2023_csp", "30.6270", "1.3100"
"_38_ Neeun_JTS3", "vrc_formula_lithium_2023_csp", "30.7880", "1.4710"


Practice incidents
'======================
Date, Incident, Worth reviewing
"", "Diego Domingo reported contact with environment. Impact speed: 26.87579",
"", "Mateusz Wasik reported contact with environment. Impact speed: 22.654463",
"", "Diego Domingo reported contact with environment. Impact speed: 11.251586",
"", "bright reported contact with environment. Impact speed: 43.574364",
"", "Mateusz Wasik reported contact with environment. Impact speed: 75.03313",
"", "Mateusz Wasik reported contact with environment. Impact speed: 24.646204",
"", "Mateusz Wasik reported contact with environment. Impact speed: 28.594404",
"", "Mateusz Wasik reported contact with environment. Impact speed: 81.77909",
"", "Josh Brookes reported contact with environment. Impact speed: 16.92018",
"", "novic reported contact with environment. Impact speed: 6.243621",
"", "Colin Kinzer reported contact with environment. Impact speed: 51.536545",
"", "Shane Ross reported contact with environment. Impact speed: 42.78799",
"", "Mateusz Wasik reported contact with environment. Impact speed: 35.944164",
"", "Colin Kinzer reported contact with environment. Impact speed: 29.55178",
"", "Colin Kinzer reported contact with environment. Impact speed: 23.60776",
"", "Diego Domingo reported contact with environment. Impact speed: 8.056624",
